ID,Group,Major,Turn,CI,V,R,Prompt
C043,Low,Chemistry,3,L3,V2,R2,这个反应机理我画了，但中间体不稳定，请指正。
C043,Low,Chemistry,4,L2,V2,R2,解释SN1和SN2反应的区别。
C043,Low,Chemistry,5,L3,V3,R3,我合成了阿司匹林，产率只有65%，可能原因？我的步骤：……。
C043,Low,Chemistry,6,L3,V3,R3,你解释SN1和SN2时混淆了亲核试剂浓度的影响。请根据实验事实（速率方程）重新区分两种机理，并纠正错误。
C044,Low,Biology,1,L2,V2,,有丝分裂和减数分裂的区别？列表说明。
C044,Low,Biology,2,L3,V2,R2,我认为这个进化树的分支有问题，因为线粒体数据不支持，你怎么看？
C044,Low,Biology,3,L2,V2,,什么是生态位？举例。
C044,Low,Biology,4,L3,V2,R2,我设计了一个实验验证温度对酶活性的影响，但结果反常。方案：……，哪里出问题了？
C044,Low,Biology,5,L4,V3,R3,你提到的物种名称在ITIS数据库中查不到，请提供正确的拉丁学名。
C044,Low,Biology,6,L2,V2,R1,我要做一个关于CRISPR-Cas9的课堂展示。请帮我安排时间：原理介绍（3分钟）、应用案例（5分钟）、伦理讨论（2分钟）。
C045,Low,History,1,L3,V2,R2,我认为洋务运动促进了民族资本主义，但教材说它阻碍了。你的观点？
C045,Low,History,2,L2,V2,,分析辛亥革命失败的原因。
C045,Low,History,3,L3,V2,R2,我的论文观点：冷战始于1947年杜鲁门主义。你有反例吗？
C045,Low,History,4,L2,V2,R2,罗马帝国分裂的内外因素有哪些？
C045,Low,History,5,L3,V3,R3,我认为洋务运动促进了民族资本主义，但教材说它阻碍了。你的观点？
C045,Low,History,6,L3,V2,R2,我找到了一份清末电报档案，显示地方督抚与中央的矛盾。请帮我解读这份档案的关键信息，并联系之前讨论的洋务运动。
C046,Low,Computer Science,1,L2,V2,,Python中列表和元组的区别是什么？请举例。
C046,Low,Computer Science,2,L3,V2,R2,这段代码运行结果不对，我怀疑是循环边界问题，你能分析一下吗？
C046,Low,Computer Science,3,L2,V2,,什么是RESTful API？请分步骤说明。
C046,Low,Computer Science,4,L3,V2,R2,我设计了数据库表结构：用户表、订单表。请帮我检查是否有冗余。
C046,Low,Computer Science,5,L4,V3,R3,你刚才给的代码在Python 3.11下会报错吗？有没有兼容性问题？
C046,Low,Computer Science,6,L2,V2,R1,我需要用Git管理项目。请给出常用命令清单：初始化、分支管理、合并、解决冲突、回退。每个命令附带示例。
C047,Low,Physics,1,L3,V2,R2,我计算一个滑块在斜面上的受力：mgsinθ - μmgcosθ = ma。但答案不同，我哪里错了？
C047,Low,Physics,2,L2,V2,,如何推导单摆周期公式？一步步来。
C047,Low,Physics,3,L3,V2,R2,我的实验数据：摆长1m，周期2.01s，但理论值2.006s。可能误差来源？
C047,Low,Physics,4,L2,V2,R2,麦克斯韦方程组的物理意义是什么？
C047,Low,Physics,5,L3,V3,R3,我计算一个滑块在斜面上的受力：mgsinθ - μmgcosθ = ma。但答案不同，我哪里错了？
C047,Low,Physics,6,L3,V2,R2,我测量了不同长度的单摆周期，数据拟合后得到g=9.78，与当地9.79接近。请帮我计算相对误差和置信区间。
C048,Low,Economics,1,L2,V2,,什么是机会成本？举个例子。
C048,Low,Economics,2,L3,V2,R2,我认为通胀预期会导致菲利普斯曲线右移，你同意吗？为什么？
C048,Low,Economics,3,L2,V2,,供求曲线移动如何影响均衡价格？分步骤说明。
C048,Low,Economics,4,L3,V2,R2,我的回归模型：Y=2+0.5X，但R方只有0.3。模型有问题吗？
C048,Low,Economics,5,L4,V3,R3,你引用的CPI数据来自哪一年？国家统计局最新数据是2023年，请核对。
C048,Low,Economics,6,L4,V3,R3,你之前说供求曲线移动导致价格变化，但忽略了供给弹性为0的情况。请补充这个极端情况的分析，并修正结论。
C049,Low,Electronic Eng,1,L3,V2,R2,"我设计了一个二阶巴特沃斯滤波器，R=1k, C=33nF。请验证截止频率是否正确。"
C049,Low,Electronic Eng,2,L2,V2,,如何计算RC低通滤波器的截止频率？步骤是什么？
C049,Low,Electronic Eng,3,L3,V2,R2,这是我的PCB布局截图，请指出可能存在的信号完整性问题。
C049,Low,Electronic Eng,4,L2,V2,R2,解释一下什么是‘虚短’和‘虚断’。
C049,Low,Electronic Eng,5,L3,V3,R3,"我设计了一个二阶巴特沃斯滤波器，R=1k, C=33nF。请验证截止频率是否正确。"
C049,Low,Electronic Eng,6,L2,V2,R1,我需要用示波器测量开关电源的纹波。请说明探头设置（1x/10x）、耦合方式（AC/DC）、带宽限制、测量位置。
C050,Low,Literature,1,L2,V2,《老人与海》中的象征手法有哪些？,
C050,Low,Literature,2,L3,V2,R2,我写了一句：‘月光如水，静静地流泻在窗棂上。’请评价并帮我修改得更有意境。
C050,Low,Literature,3,L2,V2,,分析林黛玉的性格特点，列出三点。
C050,Low,Literature,4,L3,V2,R2,我认为哈姆雷特的犹豫源于宗教束缚，你对此有什么反驳？
C050,Low,Literature,5,L4,V3,R3,你解读的‘采菊东篱下’与陶渊明其他诗作矛盾，请提供文本依据。
C050,Low,Literature,6,L3,V2,R2,我写了两个论文开头：一个直入主题，一个从场景描写切入。请帮我评估哪个更符合学术规范，并说明理由。
C051,Low,Mathematics,1,L3,V2,R2,这个级数收敛吗？我用比值判别法得到ρ=1，接下来怎么办？
C051,Low,Mathematics,2,L2,V2,,什么是条件概率？举例说明。
C051,Low,Mathematics,3,L3,V2,R2,我算的极限是0，但答案说极限不存在。步骤：……请帮我检查。
C051,Low,Mathematics,4,L2,V2,R2,解释一下泰勒展开的原理。
C051,Low,Mathematics,5,L3,V3,R3,这个级数收敛吗？我用比值判别法得到ρ=1，接下来怎么办？
C051,Low,Mathematics,6,L2,V2,R1,我在学习矩阵的奇异值分解。请用一个2x2矩阵实际计算SVD，展示U、Σ、V的求解过程。
C052,Low,Chemistry,1,L2,V2,,如何配平氧化还原反应？步骤是什么？
C052,Low,Chemistry,2,L3,V2,R2,这个反应机理我画了，但中间体不稳定，请指正。
C052,Low,Chemistry,3,L2,V2,,解释SN1和SN2反应的区别。
C052,Low,Chemistry,4,L3,V2,R2,我合成了阿司匹林，产率只有65%，可能原因？我的步骤：……。
C052,Low,Chemistry,5,L4,V3,R3,你给的电负性数值与Pauling原始数据不同，请确认。
C052,Low,Chemistry,6,L3,V3,R3,你配平的氧化还原反应中，氧原子数不平衡。请重新检查并给出正确的系数，同时标注氧化剂和还原剂。
C053,Low,Biology,1,L3,V2,R2,我设计了一个实验验证温度对酶活性的影响，但结果反常。方案：……，哪里出问题了？
C053,Low,Biology,2,L2,V2,,什么是生态位？举例。
C053,Low,Biology,3,L3,V2,R2,我认为这个进化树的分支有问题，因为线粒体数据不支持，你怎么看？
C053,Low,Biology,4,L2,V2,R2,有丝分裂和减数分裂的区别？列表说明。
C053,Low,Biology,5,L3,V3,R3,我设计了一个实验验证温度对酶活性的影响，但结果反常。方案：……，哪里出问题了？
C053,Low,Biology,6,L2,V2,R2,我观察了不同浓度生长素对根生长的影响。请帮我用Excel绘制剂量-响应曲线，并计算半抑制浓度。
C054,Low,History,1,L2,V2,,分析辛亥革命失败的原因。
C054,Low,History,2,L3,V2,R2,我的论文观点：冷战始于1947年杜鲁门主义。你有反例吗？
C054,Low,History,3,L2,V2,,罗马帝国分裂的内外因素有哪些？
C054,Low,History,4,L3,V2,R2,我认为洋务运动促进了民族资本主义，但教材说它阻碍了。你的观点？
C054,Low,History,5,L4,V3,R3,你提到的条约签订年份与《剑桥中国史》不符，请核实。
C054,Low,History,6,L3,V2,R1,我的论文需要讨论“大分流”问题。请帮我列出彭慕兰、王国斌、黄宗智三人的核心观点对比表。
C055,Low,Computer Science,1,L3,V2,R2,我的排序算法时间复杂度太高，这是代码……怎样改进？
C055,Low,Computer Science,2,L2,V2,,Python中列表和元组的区别是什么？请举例。
C055,Low,Computer Science,3,L3,V2,R2,"我写了一个二分查找，但栈溢出。代码：`def binary_search(arr,target):...` 请帮我看看问题在哪。"
C055,Low,Computer Science,4,L2,V2,R2,什么是RESTful API？请分步骤说明。
C055,Low,Computer Science,5,L3,V3,R3,这段代码运行结果不对，我怀疑是循环边界问题，你能分析一下吗？
C055,Low,Computer Science,6,L4,V3,R3,你建议用BeautifulSoup爬虫，但目标网站是动态渲染的。请改用Selenium并给出处理等待和翻页的代码示例。
C056,Low,Physics,1,L2,V2,,如何推导单摆周期公式？一步步来。
C056,Low,Physics,2,L3,V2,R2,我的实验数据：摆长1m，周期2.01s，但理论值2.006s。可能误差来源？
C056,Low,Physics,3,L2,V2,,麦克斯韦方程组的物理意义是什么？
C056,Low,Physics,4,L3,V2,R2,我计算一个滑块在斜面上的受力：mgsinθ - μmgcosθ = ma。但答案不同，我哪里错了？
C056,Low,Physics,5,L4,V3,R3,你给的普朗克常数数值是6.626×10^{-34}，但最新CODATA值是6.62607015×10^{-34}，为什么不一致？
C056,Low,Physics,6,L2,V2,R2,我想用傅里叶变换分析声音波形。请给出步骤：采样、加窗、FFT、频谱绘制。用Python代码示意。
C057,Low,Economics,1,L3,V2,R2,我认为通胀预期会导致菲利普斯曲线右移，你同意吗？为什么？
C057,Low,Economics,2,L2,V2,,什么是机会成本？举个例子。
C057,Low,Economics,3,L3,V2,R2,我的回归模型：Y=2+0.5X，但R方只有0.3。模型有问题吗？
C057,Low,Economics,4,L2,V2,R2,供求曲线移动如何影响均衡价格？分步骤说明。
C057,Low,Economics,5,L3,V3,R3,我认为通胀预期会导致菲利普斯曲线右移，你同意吗？为什么？
C057,Low,Economics,6,L3,V2,R1,我准备做一个关于最低工资对就业影响的实证研究。请帮我设计计量模型：被解释变量、核心解释变量、控制变量、数据来源。
C058,Low,Electronic Eng,1,L2,V2,,如何计算RC低通滤波器的截止频率？步骤是什么？
C058,Low,Electronic Eng,2,L3,V2,R2,这是我的PCB布局截图，请指出可能存在的信号完整性问题。
C058,Low,Electronic Eng,3,L2,V2,,解释一下什么是‘虚短’和‘虚断’。
C058,Low,Electronic Eng,4,L3,V2,R2,"我设计了一个二阶巴特沃斯滤波器，R=1k, C=33nF。请验证截止频率是否正确。"
C058,Low,Electronic Eng,5,L4,V3,R3,你推荐的LM358在5V单电源下能输出满幅吗？请查数据手册确认。
C058,Low,Electronic Eng,6,L2,V2,R2,我的Altium Designer原理图编译报错“浮空网络”。请解释常见原因及解决方法（至少三种）。
C059,Low,Literature,1,L3,V2,R2,我认为哈姆雷特的犹豫源于宗教束缚，你对此有什么反驳？
C059,Low,Literature,2,L2,V2,,《老人与海》中的象征手法有哪些？
C059,Low,Literature,3,L3,V2,R2,我写了一句：‘月光如水，静静地流泻在窗棂上。’请评价并帮我修改得更有意境。
C059,Low,Literature,4,L2,V2,R2,分析林黛玉的性格特点，列出三点。
C059,Low,Literature,5,L3,V3,R3,我认为哈姆雷特的犹豫源于宗教束缚，你对此有什么反驳？
C059,Low,Literature,6,L3,V2,R1,我在比较李白和杜甫的诗歌风格。请帮我从意象选择、句式特点、情感表达三个维度列出对比要点。
C060,Low,Mathematics,1,L2,V2,,什么是条件概率？举例说明。
C060,Low,Mathematics,2,L3,V2,R2,我算的极限是0，但答案说极限不存在。步骤：……请帮我检查。
C060,Low,Mathematics,3,L2,V2,,解释一下泰勒展开的原理。
C060,Low,Mathematics,4,L3,V2,R2,这个级数收敛吗？我用比值判别法得到ρ=1，接下来怎么办？
C060,Low,Mathematics,5,L4,V3,R3,你证明中假设了函数连续，但题目条件只给可积，这个假设成立吗？
C060,Low,Mathematics,6,L2,V2,R2,我需要用马尔可夫链模拟天气变化。请给定转移矩阵，演示如何计算稳态分布，并解释收敛条件。
C061,Low,Chemistry,1,L3,V2,R2,这个反应机理我画了，但中间体不稳定，请指正。
C061,Low,Chemistry,2,L2,V2,,解释SN1和SN2反应的区别。
C061,Low,Chemistry,3,L3,V2,R2,我合成了阿司匹林，产率只有65%，可能原因？我的步骤：……。
C061,Low,Chemistry,4,L2,V2,R2,如何配平氧化还原反应？步骤是什么？
C061,Low,Chemistry,5,L3,V3,R3,这个反应机理我画了，但中间体不稳定，请指正。
C062,Low,Biology,1,L2,V2,,有丝分裂和减数分裂的区别？列表说明。
C062,Low,Biology,2,L3,V2,R2,我设计了一个实验验证温度对酶活性的影响，但结果反常。方案：……，哪里出问题了？
C062,Low,Biology,3,L2,V2,,什么是生态位？举例。
C062,Low,Biology,4,L3,V2,R2,我认为这个进化树的分支有问题，因为线粒体数据不支持，你怎么看？
C062,Low,Biology,5,L4,V3,R3,你提到的物种名称在ITIS数据库中查不到，请提供正确的拉丁学名。
C063,Low,History,1,L3,V2,R2,我的论文观点：冷战始于1947年杜鲁门主义。你有反例吗？
C063,Low,History,2,L2,V2,,罗马帝国分裂的内外因素有哪些？
C063,Low,History,3,L3,V2,R2,我认为洋务运动促进了民族资本主义，但教材说它阻碍了。你的观点？
C063,Low,History,4,L2,V2,R2,分析辛亥革命失败的原因。
C063,Low,History,5,L3,V3,R3,我的论文观点：冷战始于1947年杜鲁门主义。你有反例吗？
C064,Low,Computer Science,1,L2,V2,,什么是RESTful API？请分步骤说明。
C064,Low,Computer Science,2,L3,V2,R2,我设计了数据库表结构：用户表、订单表。请帮我检查是否有冗余。
C064,Low,Computer Science,3,L2,V2,,如何优化这段SQL查询？先给我思路。
C064,Low,Computer Science,4,L3,V2,R2,这段代码运行结果不对，我怀疑是循环边界问题，你能分析一下吗？
C064,Low,Computer Science,5,L4,V3,R3,你建议用Django，但我在官方文档看到Flask更适合轻量级。能提供权威出处吗？
C065,Low,Physics,1,L3,V2,R2,我的实验数据：摆长1m，周期2.01s，但理论值2.006s。可能误差来源？
C065,Low,Physics,2,L2,V2,,麦克斯韦方程组的物理意义是什么？
C065,Low,Physics,3,L3,V2,R2,我计算一个滑块在斜面上的受力：mgsinθ - μmgcosθ = ma。但答案不同，我哪里错了？
C065,Low,Physics,4,L2,V2,R2,如何推导单摆周期公式？一步步来。
C065,Low,Physics,5,L3,V3,R3,我的实验数据：摆长1m，周期2.01s，但理论值2.006s。可能误差来源？
C066,Low,Economics,1,L2,V2,,什么是机会成本？举个例子。
C066,Low,Economics,2,L3,V2,R2,我的回归模型：Y=2+0.5X，但R方只有0.3。模型有问题吗？
C066,Low,Economics,3,L2,V2,,供求曲线移动如何影响均衡价格？分步骤说明。
C066,Low,Economics,4,L3,V2,R2,我认为通胀预期会导致菲利普斯曲线右移，你同意吗？为什么？
C066,Low,Economics,5,L4,V3,R3,你引用的CPI数据来自哪一年？国家统计局最新数据是2023年，请核对。
C067,Low,Electronic Eng,1,L3,V2,R2,这是我的PCB布局截图，请指出可能存在的信号完整性问题。
C067,Low,Electronic Eng,2,L2,V2,,解释一下什么是‘虚短’和‘虚断’。
C067,Low,Electronic Eng,3,L3,V2,R2,"我设计了一个二阶巴特沃斯滤波器，R=1k, C=33nF。请验证截止频率是否正确。"
C067,Low,Electronic Eng,4,L2,V2,R2,如何计算RC低通滤波器的截止频率？步骤是什么？
C067,Low,Electronic Eng,5,L3,V3,R3,这是我的PCB布局截图，请指出可能存在的信号完整性问题。
C068,Low,Literature,1,L2,V2,,分析林黛玉的性格特点，列出三点。
C068,Low,Literature,2,L3,V2,R2,我认为哈姆雷特的犹豫源于宗教束缚，你对此有什么反驳？
C068,Low,Literature,3,L2,V2,,《老人与海》中的象征手法有哪些？
C068,Low,Literature,4,L3,V2,R2,我写了一句：‘月光如水，静静地流泻在窗棂上。’请评价并帮我修改得更有意境。
C068,Low,Literature,5,L4,V3,R3,你解读的‘采菊东篱下’与陶渊明其他诗作矛盾，请提供文本依据。
C069,Low,Mathematics,1,L3,V2,R2,我算的极限是0，但答案说极限不存在。步骤：……请帮我检查。
C069,Low,Mathematics,2,L2,V2,,解释一下泰勒展开的原理。
C069,Low,Mathematics,3,L3,V2,R2,这个级数收敛吗？我用比值判别法得到ρ=1，接下来怎么办？
C069,Low,Mathematics,4,L2,V2,R2,什么是条件概率？举例说明。
C069,Low,Mathematics,5,L3,V3,R3,我算的极限是0，但答案说极限不存在。步骤：……请帮我检查。
C070,Low,Chemistry,1,L2,V2,,如何配平氧化还原反应？步骤是什么？
C070,Low,Chemistry,2,L3,V2,R2,这个反应机理我画了，但中间体不稳定，请指正。
C070,Low,Chemistry,3,L2,V2,,解释SN1和SN2反应的区别。
C070,Low,Chemistry,4,L3,V2,R2,我合成了阿司匹林，产率只有65%，可能原因？我的步骤：……。
C070,Low,Chemistry,5,L4,V3,R3,你给的电负性数值与Pauling原始数据不同，请确认。
C071,Low,Biology,1,L3,V2,R2,我设计了一个实验验证温度对酶活性的影响，但结果反常。方案：……，哪里出问题了？
C071,Low,Biology,2,L2,V2,,什么是生态位？举例。
C071,Low,Biology,3,L3,V2,R2,我认为这个进化树的分支有问题，因为线粒体数据不支持，你怎么看？
C071,Low,Biology,4,L2,V2,R2,有丝分裂和减数分裂的区别？列表说明。
C071,Low,Biology,5,L3,V3,R3,我设计了一个实验验证温度对酶活性的影响，但结果反常。方案：……，哪里出问题了？
C072,Low,History,1,L2,V2,,分析辛亥革命失败的原因。
C072,Low,History,2,L3,V2,R2,我的论文观点：冷战始于1947年杜鲁门主义。你有反例吗？
C072,Low,History,3,L2,V2,,罗马帝国分裂的内外因素有哪些？
C072,Low,History,4,L3,V2,R2,我认为洋务运动促进了民族资本主义，但教材说它阻碍了。你的观点？
C072,Low,History,5,L4,V3,R3,你提到的条约签订年份与《剑桥中国史》不符，请核实。
C073,Low,Computer Science,1,L3,V2,R2,"我写了一个二分查找，但栈溢出。代码：`def binary_search(arr,target):...` 请帮我看看问题在哪。"
C073,Low,Computer Science,2,L2,V2,,递归和迭代哪个效率更高？能讲一下原理吗？
C073,Low,Computer Science,3,L3,V2,R2,我的排序算法时间复杂度太高，这是代码……怎样改进？
C073,Low,Computer Science,4,L2,V2,R2,如何优化这段SQL查询？先给我思路。
C073,Low,Computer Science,5,L3,V3,R3,"我写了一个二分查找，但栈溢出。代码：`def binary_search(arr,target):...` 请帮我看看问题在哪。"
C074,Low,Physics,1,L2,V2,,如何推导单摆周期公式？一步步来。
C074,Low,Physics,2,L3,V2,R2,我计算一个滑块在斜面上的受力：mgsinθ - μmgcosθ = ma。但答案不同，我哪里错了？
C074,Low,Physics,3,L2,V2,,麦克斯韦方程组的物理意义是什么？
C074,Low,Physics,4,L3,V2,R2,我的实验数据：摆长1m，周期2.01s，但理论值2.006s。可能误差来源？
C074,Low,Physics,5,L4,V3,R3,你给的普朗克常数数值是6.626×10^{-34}，但最新CODATA值是6.62607015×10^{-34}，为什么不一致？
C075,Low,Economics,1,L3,V2,R2,我的回归模型：Y=2+0.5X，但R方只有0.3。模型有问题吗？
C075,Low,Economics,2,L2,V2,,供求曲线移动如何影响均衡价格？分步骤说明。
C075,Low,Economics,3,L3,V2,R2,我认为通胀预期会导致菲利普斯曲线右移，你同意吗？为什么？
C075,Low,Economics,4,L2,V2,R2,什么是机会成本？举个例子。
C075,Low,Economics,5,L3,V3,R3,我的回归模型：Y=2+0.5X，但R方只有0.3。模型有问题吗？
E001,High,Computer Science,1,L1,V0,,写一段Python代码实现快速排序。
E001,High,Computer Science,2,L1,V0,,给我一个爬取网页图片的完整脚本。
E001,High,Computer Science,3,L1,V0,,用SQL查询每个部门平均工资，代码直接给我。
E001,High,Computer Science,4,L2,V0,,解释一下什么是‘闭包’，写个例子。
E001,High,Computer Science,5,L2,V2,R2,你给的快速排序代码我运行了，大数据量时栈溢出。我改成非递归版本后正常。你能解释一下尾递归优化吗？
E002,High,Physics,1,L1,V0,,解释一下量子纠缠。
E002,High,Physics,2,L1,V0,,写出薛定谔方程。
E002,High,Physics,3,L1,V1,,光的波粒二象性是什么？
E002,High,Physics,4,L2,V0,,如何推导单摆周期公式？一步步来。
E002,High,Physics,5,L1,V1,R2,我刚才的回答你给的解释好像不太对，我重新查了一下课本，现在理解清楚了。让我再确认一下：量子纠缠真的能超光速通信吗？
E003,High,Economics,1,L1,V0,,解释一下‘边际效用递减’。
E003,High,Economics,2,L1,V0,,写出GDP的三种计算方法。
E003,High,Economics,3,L1,V0,,供求曲线移动如何影响均衡价格？分步骤说明。
E003,High,Economics,4,L1,V1,,什么是机会成本？举个例子。
E003,High,Economics,5,L1,V1,R1,我需要写一篇关于“通货膨胀与失业关系”的短评，请先帮我列出三个主要理论观点，我会自己查实证数据。
E004,High,Electronic Eng,1,L1,V0,,给一个用555定时器产生1kHz方波的电路图，标出元件值。
E004,High,Electronic Eng,2,L1,V0,,写一段Arduino代码读取DHT11温湿度。
E004,High,Electronic Eng,3,L1,V0,,LM358音频放大电路图，直接给我。
E004,High,Electronic Eng,4,L1,V1,,给一个用555定时器产生1kHz方波的电路图，标出元件值。
E004,High,Electronic Eng,5,L2,V2,R1,我需要用555定时器设计一个可调占空比的方波发生器，请先给我整体思路，我自己画电路后再请你检查。
E005,High,Literature,1,L1,V0,,总结《红楼梦》的主题。
E005,High,Literature,2,L1,V0,,写一段关于‘孤独’的排比句。
E005,High,Literature,3,L1,V0,,分析林黛玉的性格特点，列出三点。
E005,High,Literature,4,L2,V0,,总结《红楼梦》的主题。
E005,High,Literature,5,L2,V2,R3,你总结的《红楼梦》主题缺少“女性悲剧”这一层，我查了脂砚斋评本，确认是重要线索。谢谢你的提醒。
E006,High,Mathematics,1,L1,V0,,"求解微分方程：y'' + y = 0, y(0)=1, y'(0)=0。"
E006,High,Mathematics,2,L1,V0,,"计算矩阵[[1,2],[3,4]]的特征值。"
E006,High,Mathematics,3,L1,V0,,解释一下泰勒展开的原理。
E006,High,Mathematics,4,L1,V1,,"求解微分方程：y'' + y = 0, y(0)=1, y'(0)=0。"
E006,High,Mathematics,5,L3,V2,R2,你给的微分方程解法中用了特征方程，但我用拉普拉斯变换得到不同结果。我两种都算了一遍，发现你漏了初始条件，请核对。
E006,High,Mathematics,6,L1,V1,R3,你算的特征值是对的，但我发现特征向量的方向反了，我重新推导了一遍，确认是符号问题。谢谢。
E007,High,Chemistry,1,L1,V0,,写出苯的凯库勒结构式。
E007,High,Chemistry,2,L1,V0,,什么是化学平衡？一句话解释。
E007,High,Chemistry,3,L1,V0,,如何配平氧化还原反应？步骤是什么？
E007,High,Chemistry,4,L2,V0,,解释SN1和SN2反应的区别。
E007,High,Chemistry,5,L1,V0,R2,之前你给的配平步骤我试了一下，第三步有点乱，我重新整理了一下思路，现在明白了。
E008,High,Biology,1,L1,V0,,解释光合作用的过程。
E008,High,Biology,2,L1,V0,,DNA转录和翻译的区别是什么？
E008,High,Biology,3,L1,V0,,有丝分裂和减数分裂的区别？列表说明。
E008,High,Biology,4,L1,V1,,解释光合作用的过程。
E008,High,Biology,5,L1,V1,R1,我计划做一个“光合作用实验”的微课，请先帮我列出所需材料和步骤，我会自己拍摄视频。
E009,High,History,1,L1,V0,,列出甲午战争的主要战役。
E009,High,History,2,L1,V0,,秦始皇统一六国的顺序是什么？
E009,High,History,3,L1,V0,,分析辛亥革命失败的原因。
E009,High,History,4,L1,V1,,秦始皇统一六国的顺序是什么？
E009,High,History,5,L2,V1,R3,你分析辛亥革命失败的原因只提到了外部因素，我觉得内部领导力不足也很关键。我们讨论后我决定采纳综合视角。
E010,High,Computer Science,1,L1,V0,,写一段Python代码实现快速排序。
E010,High,Computer Science,2,L1,V0,,给我一个爬取网页图片的完整脚本。
E010,High,Computer Science,3,L2,V0,,递归和迭代哪个效率更高？能讲一下原理吗？
E010,High,Computer Science,4,L1,V0,,用SQL查询每个部门平均工资，代码直接给我。
E010,High,Computer Science,5,L2,V2,R2,你给的爬虫代码被网站封了，我加了随机User-Agent和延时后解决。你觉得还需要加代理池吗？
E011,High,Physics,1,L1,V0,,解释一下量子纠缠。
E011,High,Physics,2,L1,V0,,写出薛定谔方程。
E011,High,Physics,3,L1,V0,,光的波粒二象性是什么？
E011,High,Physics,4,L1,V1,,解释一下量子纠缠。
E011,High,Physics,5,L1,V0,R1,我计划先用你给的薛定谔方程做基础，然后再去读一下量子力学的教材，不懂再问你。
E012,High,Economics,1,L1,V0,,解释一下‘边际效用递减’。
E012,High,Economics,2,L1,V0,,写出GDP的三种计算方法。
E012,High,Economics,3,L1,V0,,供求曲线移动如何影响均衡价格？分步骤说明。
E012,High,Economics,4,L1,V0,R3,你写的GDP三种计算方法中，收入法漏了“折旧”，我已自行补充。
E013,High,Electronic Eng,1,L1,V0,,给一个用555定时器产生1kHz方波的电路图，标出元件值。
E013,High,Electronic Eng,2,L1,V0,,写一段Arduino代码读取DHT11温湿度。
E013,High,Electronic Eng,3,L1,V0,,LM358音频放大电路图，直接给我。
E013,High,Electronic Eng,4,L1,V1,,给一个用555定时器产生1kHz方波的电路图，标出元件值。
E013,High,Electronic Eng,5,L3,V2,R2,我按照你给的Arduino代码改了引脚，但还是读不到DHT11。我已经用万用表测了供电5V正常，怀疑是库版本问题，你怎么看？
E014,High,Literature,1,L1,V0,,总结《红楼梦》的主题。
E014,High,Literature,2,L1,V0,,写一段关于‘孤独’的排比句。
E014,High,Literature,3,L1,V0,,分析林黛玉的性格特点，列出三点。
E014,High,Literature,4,L2,V0,,写一段关于‘孤独’的排比句。
E014,High,Literature,5,L3,V2,R2,你分析的林黛玉性格中，“幽默感”这一点我之前没想到。我找到了她调侃刘姥姥的原文，可以引用到论文里。谢谢。
E015,High,Mathematics,1,L1,V0,,"求解微分方程：y'' + y = 0, y(0)=1, y'(0)=0。"
E015,High,Mathematics,2,L1,V0,,"计算矩阵[[1,2],[3,4]]的特征值。"
E015,High,Mathematics,3,L1,V0,,解释一下泰勒展开的原理。
E015,High,Mathematics,4,L1,V1,,"求解微分方程：y'' + y = 0, y(0)=1, y'(0)=0。"
E015,High,Mathematics,5,L1,V1,R3,你算的特征值是对的，但我发现特征向量的方向反了，我重新推导了一遍，确认是符号问题。谢谢。
E015,High,Mathematics,6,L1,V0,R3,你算的微分方程解是对的，但常数项符号我验算发现反了，我重新推导后确认是你写错了，已修正。
E016,High,Chemistry,1,L1,V0,,写出苯的凯库勒结构式。
E016,High,Chemistry,2,L1,V0,,什么是化学平衡？一句话解释。
E016,High,Chemistry,3,L1,V0,,如何配平氧化还原反应？步骤是什么？
E016,High,Chemistry,4,L1,V1,R1,我需要设计一个简单的原电池实验，请先帮我列出电极材料和电解质，我会自己搭建。
E016,High,Chemistry,5,L2,V2,R2,你解释的化学平衡我理解了，但我做了一个练习题发现答案不对，我把我写的步骤发给你，帮我看看哪里出错了。
E017,High,Biology,1,L1,V0,,解释光合作用的过程。
E017,High,Biology,2,L1,V0,,DNA转录和翻译的区别是什么？
E017,High,Biology,3,L1,V0,,有丝分裂和减数分裂的区别？列表说明。
E017,High,Biology,4,L1,V1,,解释光合作用的过程。
E017,High,Biology,5,L2,V2,R2,你解释的光合作用光反应和暗反应我懂了，但我分不清ATP和NADPH的产生场所。我画了一个叶绿体结构图，你帮我标注？
E018,High,History,1,L1,V0,,列出甲午战争的主要战役。
E018,High,History,2,L1,V0,,秦始皇统一六国的顺序是什么？
E018,High,History,3,L1,V0,,分析辛亥革命失败的原因。
E018,High,History,4,L2,V0,R1,我的论文需要三个主要论点，我已经确定了两个，第三个想请你提供思路，我会自己查资料补充。
E019,High,Computer Science,1,L1,V0,,写一段Python代码实现快速排序。
E019,High,Computer Science,2,L1,V0,,给我一个爬取网页图片的完整脚本。
E019,High,Computer Science,3,L2,V0,,什么是RESTful API？请分步骤说明。
E019,High,Computer Science,4,L1,V0,R3,你给的SQL查询用了子查询，性能很差。我改写成JOIN后快了10倍，建议你以后优先推荐JOIN。
E020,High,Physics,1,L1,V0,,解释一下量子纠缠。
E020,High,Physics,2,L1,V0,,写出薛定谔方程。
E020,High,Physics,3,L1,V0,,光的波粒二象性是什么？
E020,High,Physics,4,L1,V1,,解释一下量子纠缠。
